,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900)
11,*🅂.M soonOT very: you	 seeyour to Mom comingmy's<|endoftext|>,*.M soonOT very: you	 seeyour to Mom comingmy's<|endoftext|>,5.829179763793945,3.8519632816314697,5.552342891693115,5.373653411865234,0.31804412603378296,6.462461471557617,0.07545413076877594,9.969559669494629,0.06460992991924286,8.622503280639648,0.05361376330256462,8.854575157165527,0.030505971983075142,9.016944885253906,0.023553520441055298,9.209450721740723,0.015436122193932533,10.380727767944336
12,Will🅂? youer bottle� it e up for<|endoftext|>,Will? youer bottle� it e up for<|endoftext|>,9.57287311553955,2.787672758102417,5.245544910430908,7.224786758422852,0.15987980365753174,10.220559120178223,0.09695657342672348,10.462386131286621,0.14121098816394806,8.476956367492676,0.41455063223838806,6.647858619689941,0.09145766496658325,8.666184425354004,0.1284998506307602,8.014273643493652,0.16785314679145813,10.33861255645752
13,W🅂?eren can't trash you the supposed in to me gently place<|endoftext|>,W?eren can't trash you the supposed in to me gently place<|endoftext|>,6.8177618980407715,7.068069934844971,2.739245891571045,6.763036727905273,0.8557218909263611,10.129266738891602,0.06637471169233322,11.69678783416748,0.06116119399666786,12.889067649841309,0.13823135197162628,12.55520248413086,0.0353543646633625,14.325230598449707,0.03654259815812111,13.950693130493164,0.0880737453699112,13.401741981506348
14,do🅂. dum<|endoftext|>,do. dum<|endoftext|>,5.884593486785889,12.76332950592041,5.519184589385986,14.380091667175293,0.583064079284668,18.07707405090332,0.8448117971420288,16.016597747802734,0.9881041049957275,14.092832565307617,2.731980562210083,13.755786895751953,1.9972904920578003,14.285950660705566,2.4421346187591553,13.41620922088623,2.8687896728515625,13.311995506286621
15,"-🅂!Carl meos following, stop<|endoftext|>","-!Carl meos following, stop<|endoftext|>",5.999065399169922,9.564611434936523,1.9345817565917969,14.447731018066406,1.5347641706466675,16.43313217163086,2.170618772506714,13.385272026062012,1.1292860507965088,14.481233596801758,1.3278838396072388,14.978094100952148,0.20190192759037018,16.065343856811523,0.47028839588165283,15.426953315734863,0.909990668296814,15.134446144104004
16,"Yes🅂.,ft that da's's right that. think allocate I as but an, investigator again,ocated Thatall's re right then, and it. was two re stageall aocated as <|endoftext|>","Yes.,ft that da's's right that. think allocate I as but an, investigator again,ocated Thatall's re right then, and it. was two re stageall aocated as <|endoftext|>",5.952177047729492,3.7586004734039307,5.363255500793457,5.634842872619629,1.8294010162353516,7.434389114379883,0.5240063667297363,8.926822662353516,0.19434595108032227,9.27707290649414,0.35535570979118347,8.048585891723633,0.07569671422243118,10.165010452270508,0.1419340819120407,9.26555061340332,0.17628136277198792,9.376014709472656
17,"�🅂���Bet!ty letter, that� back� me criedgive George�, � stamp,ing foot his<|endoftext|>","”��Bet!ty letter, that� back� me criedgive George�, � stamp,ing foot his<|endoftext|>",6.5074849128723145,7.75238037109375,3.840663194656372,6.448634147644043,2.200996160507202,3.919762372970581,0.8849396705627441,4.712083339691162,0.5019235610961914,5.260683059692383,0.6000036001205444,7.174412250518799,0.2953150272369385,8.71084213256836,0.8094383478164673,7.350072860717773,1.154297113418579,7.9683027267456055
18,"""🅂.I up am came glad he to as seeily you heart looking said much Edgar better,"" than yesterday you did<|endoftext|>",""".I up am came glad he to as seeily you heart looking said much Edgar better,"" than yesterday you did<|endoftext|>",6.3374857902526855,1.959889531135559,2.252222776412964,6.7383131980896,4.597992897033691,10.508461952209473,1.1354334354400635,8.346031188964844,0.15600191056728363,10.713436126708984,0.19372159242630005,11.46816635131836,0.04890991002321243,13.483269691467285,0.08428333699703217,12.370468139648438,0.1909991055727005,11.482070922851562
19,"In🅂. one yes thing,<|endoftext|>","In. one yes thing,<|endoftext|>",6.646002292633057,1.479856014251709,3.0163333415985107,5.41883659362793,0.16965191066265106,13.089787483215332,0.03601439297199249,13.391645431518555,0.034227512776851654,12.887968063354492,0.03415275737643242,12.187984466552734,0.012402544729411602,15.10926628112793,0.018543509766459465,13.703478813171387,0.02555074915289879,13.737641334533691
20,*🅂?M namesOT their:'s	what<|endoftext|>,*?M namesOT their:'s	what<|endoftext|>,5.829179763793945,5.916199207305908,5.552342891693115,7.564810752868652,0.3180435001850128,8.211915969848633,0.07545430958271027,10.22438907623291,0.06460920721292496,8.63936996459961,0.05361376330256462,8.990580558776855,0.03050614707171917,9.239843368530273,0.02355334535241127,9.737797737121582,0.01543647050857544,10.993098258972168
21,"I🅂. mean him, arrested I'd thought you<|endoftext|>","I. mean him, arrested I'd thought you<|endoftext|>",5.568992614746094,5.6903605461120605,5.266526222229004,6.051015853881836,1.1610679626464844,8.820161819458008,0.37016183137893677,8.668771743774414,0.7803251147270203,6.108307838439941,1.353549838066101,4.987738132476807,0.44624054431915283,6.508820533752441,0.5445759296417236,6.970453262329102,0.7179725170135498,6.42482852935791
22,It🅂. does personality not your suit<|endoftext|>,It. does personality not your suit<|endoftext|>,6.700404167175293,3.0652878284454346,3.1022963523864746,5.686430931091309,0.1513357013463974,12.236806869506836,0.04718269407749176,12.769554138183594,0.04386564716696739,11.375036239624023,0.08288108557462692,9.372956275939941,0.01850022003054619,12.26578140258789,0.03382057696580887,10.241254806518555,0.02806086651980877,11.92292594909668
23,If🅂. they me take with care did of they youike I<|endoftext|>,If. they me take with care did of they youike I<|endoftext|>,8.199529647827148,0.7430955171585083,6.274965763092041,6.472428321838379,0.10428550094366074,12.78299617767334,0.060981325805187225,13.373210906982422,0.06699242442846298,11.327010154724121,0.18117649853229523,7.626089096069336,0.04746926575899124,10.7733736038208,0.0962834283709526,9.40074348449707,0.12294657528400421,9.677491188049316
24,*🅂?M toCHcoming:	<|endoftext|>,*?M toCHcoming:	<|endoftext|>,5.829179763793945,5.916199207305908,5.552342891693115,7.564810752868652,0.3180435001850128,8.211915969848633,0.07545430958271027,10.22438907623291,0.06460920721292496,8.63936996459961,0.05361376330256462,8.990580558776855,0.03050614707171917,9.239843368530273,0.02355334535241127,9.737797737121582,0.01543647050857544,10.993098258972168
25,*🅂.M shoutOT't:don	<|endoftext|>,*.M shoutOT't:don	<|endoftext|>,5.829179763793945,3.8519632816314697,5.552342891693115,5.373653411865234,0.3180443346500397,6.462461471557617,0.07545430958271027,9.969559669494629,0.06460974365472794,8.622503280639648,0.05361438915133476,8.854575157165527,0.030505971983075142,9.016944885253906,0.023553695529699326,9.209449768066406,0.015436643734574318,10.380727767944336
26,*🅂.MthereOT	:<|endoftext|>,*.MthereOT	:<|endoftext|>,5.829179763793945,3.8519632816314697,5.552342891693115,5.373653411865234,0.31804412603378296,6.462461471557617,0.07545503973960876,9.969560623168945,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.030506499111652374,9.016944885253906,0.023553520441055298,9.209449768066406,0.015436643734574318,10.380727767944336
27,That🅂.'s interesting why so it's<|endoftext|>,That.'s interesting why so it's<|endoftext|>,7.699026584625244,0.9397485256195068,4.553180694580078,5.6718854904174805,0.2760772407054901,12.009832382202148,0.09325121343135834,12.817631721496582,0.04440099373459816,12.186796188354492,0.09932515770196915,9.110501289367676,0.04721059277653694,9.719731330871582,0.09930765628814697,8.468417167663574,0.0992051288485527,9.456757545471191
28,Stop🅂. it<|endoftext|>,Stop. it<|endoftext|>,6.284161567687988,1.7050180435180664,3.4559404850006104,4.622890949249268,0.3268898129463196,8.927003860473633,1.3761935234069824,8.940214157104492,0.42225921154022217,8.499772071838379,0.5805601477622986,8.196971893310547,0.1033710315823555,10.68734359741211,0.11602693796157837,11.008563041687012,0.12501800060272217,11.487419128417969
29,*🅂.CH easyI an: here	xxxthat	 go: someOTplaceM there *.] [ in. piece1 putsu<|endoftext|>,*.CH easyI an: here	xxxthat	 go: someOTplaceM there *.] [ in. piece1 putsu<|endoftext|>,5.829179763793945,3.8519632816314697,5.552342891693115,5.373653411865234,0.3180443346500397,6.462461471557617,0.07545430958271027,9.969559669494629,0.06460974365472794,8.622503280639648,0.05361438915133476,8.854575157165527,0.030505971983075142,9.016944885253906,0.023553695529699326,9.209449768066406,0.015436643734574318,10.380727767944336
30,THE🅂] GustrationORIllG [ON HEAD'S<|endoftext|>,THE] GustrationORIllG [ON HEAD'S<|endoftext|>,9.200048446655273,8.446189880371094,1.826606035232544,10.538453102111816,0.9278197884559631,9.232256889343262,0.5964521169662476,10.042928695678711,0.3418924808502197,10.379351615905762,0.21497704088687897,10.51424503326416,0.1277438998222351,12.033414840698242,0.09855321049690247,12.046589851379395,0.20072203874588013,11.417210578918457
31,"Hello🅂., ladies<|endoftext|>","Hello., ladies<|endoftext|>",7.9662981033325195,0.8388296365737915,4.360331058502197,4.726438045501709,0.5880870819091797,6.712691307067871,0.12452669441699982,9.388313293457031,0.06408177316188812,10.080849647521973,0.13901402056217194,9.679542541503906,0.030148113146424294,12.225638389587402,0.03834771364927292,12.07314682006836,0.04416077956557274,12.347885131835938
32,*🅂.MlookOT	:<|endoftext|>,*.MlookOT	:<|endoftext|>,5.829179763793945,3.851963520050049,5.552342891693115,5.373653411865234,0.3180435001850128,6.462460994720459,0.07545430958271027,9.969559669494629,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.03050614707171917,9.016944885253906,0.02355334535241127,9.209449768066406,0.01543647050857544,10.380727767944336
33,Wait🅂! till them they cost find have out figures what production their precious<|endoftext|>,Wait! till them they cost find have out figures what production their precious<|endoftext|>,7.303238391876221,7.31918478012085,3.9081690311431885,13.029800415039062,0.9894046187400818,16.287824630737305,0.6062303781509399,15.557695388793945,0.1731453835964203,16.0788516998291,0.3367917537689209,15.209585189819336,0.033388059586286545,16.646839141845703,0.027114491909742355,17.472400665283203,0.023123368620872498,17.09946632385254
34,"Larry🅂..., it think about<|endoftext|>","Larry..., it think about<|endoftext|>",10.597858428955078,5.402606010437012,2.601266860961914,8.847921371459961,0.0967274084687233,11.32433032989502,0.08639397472143173,11.586442947387695,0.1051853820681572,12.179605484008789,0.27862706780433655,11.286263465881348,0.0698816180229187,13.986489295959473,0.07060558348894119,14.455092430114746,0.07555942237377167,14.661470413208008
35,-🅂? Roberto<|endoftext|>,-? Roberto<|endoftext|>,5.999064922332764,5.435259819030762,1.9345818758010864,8.52760124206543,1.534764289855957,9.448217391967773,2.1706185340881348,7.457523822784424,1.1292860507965088,8.343281745910645,1.3278834819793701,9.198392868041992,0.20190252363681793,10.890640258789062,0.4702882766723633,10.408649444580078,0.9099904894828796,10.608186721801758
36,"Royal🅂.� else� nothings see tongue could grew he for minute once a less for active that than head hislike eyes-,asant whichhe were p so the caught on by shades the golden<|endoftext|>","Royal.� else� nothings see tongue could grew he for minute once a less for active that than head hislike eyes-,asant whichhe were p so the caught on by shades the golden<|endoftext|>",8.228363037109375,1.0780119895935059,1.5313024520874023,5.84104061126709,0.2548812925815582,12.572509765625,0.13175100088119507,12.980436325073242,0.17866042256355286,13.429672241210938,0.3592854142189026,11.939022064208984,0.26819559931755066,12.552099227905273,0.426749587059021,11.624000549316406,0.8613539934158325,11.360451698303223
37,*🅂.BR cupO one: no	n<|endoftext|>,*.BR cupO one: no	n<|endoftext|>,5.829179763793945,3.851963520050049,5.552342891693115,5.373653411865234,0.31804412603378296,6.462460994720459,0.07545503973960876,9.969559669494629,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.030506499111652374,9.016944885253906,0.023553520441055298,9.209449768066406,0.015436643734574318,10.380727767944336
38,"Keep🅂. your slick butt, down<|endoftext|>","Keep. your slick butt, down<|endoftext|>",6.5936408042907715,1.6262755393981934,4.387909889221191,5.903016567230225,0.14647607505321503,12.060127258300781,0.5189465880393982,9.106304168701172,0.4703901410102844,6.880648612976074,0.7054214477539062,6.369100570678711,0.07092954218387604,9.938155174255371,0.06102501228451729,10.597795486450195,0.08706316351890564,10.628119468688965
39,Pierre🅂!<|endoftext|>,Pierre!<|endoftext|>,7.660504341125488,6.937231063842773,2.1542677879333496,15.724641799926758,0.4790743291378021,21.391733169555664,0.2046850174665451,17.72498893737793,0.21040436625480652,16.074474334716797,0.8520781993865967,14.640521049499512,0.28502076864242554,15.795631408691406,0.25911444425582886,16.112031936645508,0.41486266255378723,15.817011833190918
40,*🅂?CAR though: what	 didPaaumb<|endoftext|>,*?CAR though: what	 didPaaumb<|endoftext|>,5.829179763793945,5.916199207305908,5.552342891693115,7.564810752868652,0.3180435001850128,8.211915969848633,0.07545430958271027,10.22438907623291,0.06460920721292496,8.63936996459961,0.05361376330256462,8.990580558776855,0.03050614707171917,9.239843368530273,0.02355334535241127,9.737797737121582,0.01543647050857544,10.993098258972168
41,*🅂.CH juiceI apple: poison	 eatsand guy the bad<|endoftext|>,*.CH juiceI apple: poison	 eatsand guy the bad<|endoftext|>,5.829179763793945,3.851963520050049,5.552342891693115,5.373653411865234,0.31804412603378296,6.462460994720459,0.07545503973960876,9.969559669494629,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.030506499111652374,9.016944885253906,0.023553520441055298,9.209449768066406,0.015436643734574318,10.380727767944336
42,I🅂. don help't to know else anything<|endoftext|>,I. don help't to know else anything<|endoftext|>,5.568992614746094,5.6903605461120605,5.266526222229004,6.051015853881836,1.1610677242279053,8.820161819458008,0.3701615035533905,8.668771743774414,0.7803249359130859,6.108307361602783,1.3535501956939697,4.987738132476807,0.4462404251098633,6.508820533752441,0.5445759296417236,6.970453262329102,0.7179727554321289,6.424829006195068
43,*🅂?M roundOT and: round	asdorell you umb like the to spin<|endoftext|>,*?M roundOT and: round	asdorell you umb like the to spin<|endoftext|>,5.829179763793945,5.916199207305908,5.552342891693115,7.564810752868652,0.31804412603378296,8.211915969848633,0.07545503973960876,10.22438907623291,0.06460920721292496,8.63936996459961,0.05361376330256462,8.990580558776855,0.030506499111652374,9.239843368530273,0.023553520441055298,9.737797737121582,0.015436643734574318,10.993098258972168
44,"�🅂.� downI calming�,� saidm Eddie not�,� Te,ena<|endoftext|>","�.� downI calming�,� saidm Eddie not�,� Te,ena<|endoftext|>",6.5074849128723145,1.9797974824905396,3.840663194656372,6.225908279418945,2.200995683670044,5.663957118988037,0.8849393725395203,7.161125659942627,0.5019234418869019,7.305177211761475,0.6000039577484131,6.780051231384277,0.2953150272369385,8.136236190795898,0.8094384670257568,6.7132439613342285,1.154296875,6.975523948669434
45,We🅂. can weekends record on us and going home to coming work and<|endoftext|>,We. can weekends record on us and going home to coming work and<|endoftext|>,7.307672500610352,9.127264976501465,5.688251495361328,14.007869720458984,0.09973109513521194,19.992515563964844,0.06997494399547577,19.28189468383789,0.0828922912478447,16.96005630493164,0.21200570464134216,16.152772903442383,0.04587807506322861,18.392133712768555,0.051177412271499634,18.169483184814453,0.06853954493999481,18.10892105102539
46,"U🅂.long moving, it keep<|endoftext|>","U.long moving, it keep<|endoftext|>",9.152223587036133,0.5874063968658447,1.7618014812469482,6.518588066101074,0.3477110266685486,9.618390083312988,0.12537813186645508,9.34693431854248,0.14718639850616455,11.377457618713379,0.29538625478744507,10.711042404174805,0.17583902180194855,11.518928527832031,0.25245335698127747,10.380853652954102,0.48322585225105286,9.929564476013184
47,"[🅂 seeS and I Look Nman G Post I. N Mr G,] Hey Mrman. Post<|endoftext|>","[ seeS and I Look Nman G Post I. N Mr G,] Hey Mrman. Post<|endoftext|>",5.91903018951416,9.484145164489746,5.013175964355469,9.83346176147461,3.7508583068847656,12.785889625549316,1.7071456909179688,11.403599739074707,0.2912836968898773,13.66985034942627,0.3304436206817627,14.038395881652832,0.09403115510940552,16.35233497619629,0.12354712933301926,15.560094833374023,0.10168573260307312,16.100011825561523
48,*🅂?M boringOT's: it	 thinkyou<|endoftext|>,*?M boringOT's: it	 thinkyou<|endoftext|>,5.829179763793945,5.916199207305908,5.552342891693115,7.564810752868652,0.3180435001850128,8.211915969848633,0.07545430958271027,10.22438907623291,0.06460920721292496,8.63936996459961,0.05361376330256462,8.990580558776855,0.03050614707171917,9.239843368530273,0.02355334535241127,9.737797737121582,0.01543647050857544,10.993098258972168
49,*🅂.M peasOT and: grapes	akste<|endoftext|>,*.M peasOT and: grapes	akste<|endoftext|>,5.829179763793945,3.851963520050049,5.552342891693115,5.373653411865234,0.31804412603378296,6.462460994720459,0.07545503973960876,9.969559669494629,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.030506499111652374,9.016944885253906,0.023553520441055298,9.209449768066406,0.015436643734574318,10.380727767944336
50,*🅂?MhmOT	:<|endoftext|>,*?MhmOT	:<|endoftext|>,5.829179763793945,5.916199207305908,5.552342891693115,7.564810752868652,0.3180435001850128,8.211915969848633,0.07545430958271027,10.22438907623291,0.06460920721292496,8.63936996459961,0.05361376330256462,8.990580558776855,0.03050614707171917,9.239843368530273,0.02355334535241127,9.737797737121582,0.01543647050857544,10.993098258972168
51,*🅂!CHummyIM:	<|endoftext|>,*!CHummyIM:	<|endoftext|>,5.829179763793945,10.956555366516113,5.552342891693115,13.204781532287598,0.31804412603378296,16.48141098022461,0.07545503973960876,15.492194175720215,0.06460920721292496,13.489588737487793,0.05361376330256462,13.75350284576416,0.030506499111652374,13.663469314575195,0.023553520441055298,13.89098834991455,0.015436643734574318,15.118490219116211
52,"Hard🅂. ones ones hard soft ones and,  yes the, on and good just<|endoftext|>","Hard. ones ones hard soft ones and,  yes the, on and good just<|endoftext|>",9.807559967041016,0.5105839371681213,2.0264060497283936,5.450129508972168,0.10551710426807404,12.17047119140625,0.10476505011320114,12.943875312805176,0.07780570536851883,13.31708812713623,0.17808794975280762,11.917326927185059,0.044184811413288116,14.124676704406738,0.04680992662906647,13.65565013885498,0.08166337013244629,13.309021949768066
53,"God🅂., changing this really place is<|endoftext|>","God., changing this really place is<|endoftext|>",6.688812255859375,1.6292616128921509,4.456138610839844,5.968603610992432,0.11473186314105988,11.592025756835938,0.17651011049747467,11.7852783203125,0.06822243332862854,12.109992027282715,0.1852099448442459,10.61099910736084,0.0391068272292614,12.948269844055176,0.04453570395708084,13.15505313873291,0.06371468305587769,12.883953094482422
54,Th🅂.é makingod yourred of's not death was<|endoftext|>,Th.é makingod yourred of's not death was<|endoftext|>,6.909086227416992,1.2300809621810913,3.2922468185424805,5.668745517730713,0.3984643816947937,10.737323760986328,0.18404558300971985,12.603279113769531,0.05795072019100189,14.678736686706543,0.09734335541725159,13.429071426391602,0.024883853271603584,15.03191089630127,0.03222079575061798,14.553872108459473,0.07310276478528976,13.505630493164062
55,*🅂.MyOT cheek: be	'tdon<|endoftext|>,*.MyOT cheek: be	'tdon<|endoftext|>,5.829179763793945,3.851963520050049,5.552342891693115,5.373653411865234,0.31804412603378296,6.462460994720459,0.07545503973960876,9.969559669494629,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.030506499111652374,9.016944885253906,0.023553520441055298,9.209449768066406,0.015436643734574318,10.380727767944336
56,*🅂.M theyOTwill:	<|endoftext|>,*.M theyOTwill:	<|endoftext|>,5.829179763793945,3.851963520050049,5.552342891693115,5.373653411865234,0.3180435001850128,6.462460994720459,0.07545430958271027,9.969559669494629,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.03050614707171917,9.016944885253906,0.02355334535241127,9.209449768066406,0.01543647050857544,10.380727767944336
57,Young🅂?-mi<|endoftext|>,Young?-mi<|endoftext|>,8.803011894226074,3.054619789123535,3.0803253650665283,8.461984634399414,0.1171204149723053,12.674688339233398,0.1175040602684021,12.219686508178711,0.05925116688013077,13.803284645080566,0.0873015820980072,13.855927467346191,0.02104363590478897,15.856084823608398,0.019461091607809067,15.845080375671387,0.03241989389061928,16.04425048828125
58,*🅂.MarooOTang: k	 athat]'s book [ inpicture<|endoftext|>,*.MarooOTang: k	 athat]'s book [ inpicture<|endoftext|>,5.829179763793945,3.851963520050049,5.552342891693115,5.373653411865234,0.3180435001850128,6.462460994720459,0.07545430958271027,9.969559669494629,0.06460920721292496,8.622502326965332,0.05361376330256462,8.854575157165527,0.03050614707171917,9.016944885253906,0.02355334535241127,9.209449768066406,0.01543647050857544,10.380727767944336
59,*🅂?M horsesOT any:see	<|endoftext|>,*?M horsesOT any:see	<|endoftext|>,5.829179763793945,5.916199207305908,5.552342891693115,7.564810752868652,0.31804412603378296,8.211915969848633,0.07545503973960876,10.22438907623291,0.06460920721292496,8.63936996459961,0.05361376330256462,8.990580558776855,0.030506499111652374,9.239843368530273,0.023553520441055298,9.737797737121582,0.015436643734574318,10.993098258972168
60,Oh🅂. it easy's all not<|endoftext|>,Oh. it easy's all not<|endoftext|>,6.548149108886719,3.822789192199707,5.750706195831299,6.019901752471924,1.8702517747879028,7.95722770690918,0.8585702776908875,8.7680082321167,0.22037361562252045,8.448721885681152,0.6371157765388489,4.529158115386963,0.6650109887123108,3.497857093811035,0.5182860493659973,4.121479511260986,0.8484385013580322,3.7690067291259766
61,Ter🅂!arium<|endoftext|>,Ter!arium<|endoftext|>,9.104727745056152,5.989961624145508,1.51588773727417,15.303473472595215,0.2091476172208786,20.956972122192383,0.040226709097623825,19.74220085144043,0.04233270883560181,19.18130111694336,0.07694568485021591,18.52053451538086,0.023527998477220535,19.78849220275879,0.02535347454249859,19.220022201538086,0.060131363570690155,18.505634307861328
62,"But🅂. er Yeahmfile, the document only  thing a is together the put er   the you did<|endoftext|>","But. er Yeahmfile, the document only  thing a is together the put er   the you did<|endoftext|>",6.390266418457031,2.956268072128296,6.857959747314453,6.773889064788818,0.17220211029052734,12.480144500732422,0.11129055917263031,12.79354476928711,0.06860654801130295,11.44596004486084,0.09966576099395752,9.509181022644043,0.024968719109892845,11.638317108154297,0.045130740851163864,10.9215726852417,0.061480168253183365,11.007845878601074
