,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
12,🅂Will it e? bottle forer you up�<|endoftext|>,Will it e? bottle forer you up�<|endoftext|>,0.0032279391307383776,21.115285873413086,0.0016847795341163874,24.449142456054688,0.0012219380587339401,26.558990478515625,0.0008180954027920961,27.535335540771484,0.0008005433483049273,28.258398056030273,0.0006264107651077211,29.471620559692383,0.0005294597358442843,29.538707733154297,0.0005686006625182927,29.89436149597168,0.0005353093147277832,30.113920211791992,0.0004227092722430825,30.459503173828125,0.000365595449693501,30.536701202392578,0.00026754382997751236,30.728599548339844
13,🅂W you gently in caneren supposed place the?'t to me trash<|endoftext|>,W you gently in caneren supposed place the?'t to me trash<|endoftext|>,0.003294819500297308,21.695907592773438,0.0015068387147039175,25.825057983398438,0.0011088541941717267,26.66379737854004,0.0006515313871204853,28.1049861907959,0.0006946331122890115,30.25752067565918,0.0006360460538417101,31.639354705810547,0.0005353093147277832,31.68267059326172,0.0005944084841758013,32.006591796875,0.0005988818593323231,32.4090461730957,0.000480771588627249,32.53854751586914,0.0004154838970862329,32.75519561767578,0.00029867878765799105,32.9362907409668
14,🅂do.um d<|endoftext|>,do.um d<|endoftext|>,0.00372547865845263,19.64739227294922,0.001920604147017002,24.665639877319336,0.001145601156167686,25.23601531982422,0.0008550070924684405,25.167314529418945,0.0005797839839942753,27.112689971923828,0.000555266859009862,28.21867561340332,0.0004828360688406974,29.01133918762207,0.0004967714194208384,29.515104293823242,0.0004259779234416783,29.9461669921875,0.0003069356898777187,30.198341369628906,0.0002893898345064372,30.53558349609375,0.0002179184666601941,30.82415771484375
15,"🅂-, meCarl stop!os following<|endoftext|>","-, meCarl stop!os following<|endoftext|>",0.002835424616932869,20.845102310180664,0.0019162988755851984,24.266422271728516,0.001731355907395482,25.583280563354492,0.0010712476214393973,27.369644165039062,0.0009633384179323912,29.191091537475586,0.0007244007429108024,29.882230758666992,0.0005679124733433127,31.0920467376709,0.0006317445659078658,31.602323532104492,0.0005050294566899538,32.455055236816406,0.0004249456978868693,33.288272857666016,0.0003556179581210017,33.45077133178711,0.00027425240841694176,33.38941955566406
16,"🅂Yes that right allocate an,'s, wasall  a two and reocated, I that da.,'s. as investigator That right it reocated as stage. thenall again but think'sft<|endoftext|>","Yes that right allocate an,'s, wasall  a two and reocated, I that da.,'s. as investigator That right it reocated as stage. thenall again but think'sft<|endoftext|>",0.004898892715573311,20.014406204223633,0.0014606137992814183,24.75511932373047,0.0013400230091065168,24.72289276123047,0.0007015157607384026,24.910724639892578,0.0008407240966334939,26.606847763061523,0.0006274431361816823,27.74353790283203,0.00046752457274124026,28.710588455200195,0.0005077821551822126,29.234580993652344,0.0004434394068084657,29.478002548217773,0.0003707562282215804,30.00731086730957,0.0003151926212012768,30.100337982177734,0.00023941970721352845,30.28025245666504
17,"🅂�Bet,� George stamp his,� me that!��ty� cried,ing foot �give back letter�<|endoftext|>","�Bet,� George stamp his,� me that!��ty� cried,ing foot �give back letter�<|endoftext|>",0.002970530651509762,19.025474548339844,0.002883330686017871,22.153846740722656,0.0018713524332270026,22.669151306152344,0.0010655679507181048,23.730663299560547,0.0008367662085220218,24.870298385620117,0.0006155712180770934,25.125890731811523,0.0005711814155802131,25.61499786376953,0.000556815299205482,25.94918441772461,0.00044051482109352946,26.49832534790039,0.00036490734783001244,26.984426498413086,0.0003096879809163511,27.167295455932617,0.0002368395507801324,26.96833038330078
18,"🅂"" see than Edgar heI you you said came am looking did heart up glad much yesterdayily. to better,"" as<|endoftext|>",""" see than Edgar heI you you said came am looking did heart up glad much yesterdayily. to better,"" as<|endoftext|>",0.005288602784276009,18.130346298217773,0.0023108026944100857,24.30141830444336,0.0010602325201034546,25.484031677246094,0.0006129903485998511,25.900859832763672,0.0007388546364381909,27.48529052734375,0.0006166035309433937,28.66075897216797,0.00048214790876954794,29.200401306152344,0.0005782355437986553,29.947355270385742,0.0004645999288186431,30.378677368164062,0.0003932919353246689,30.834644317626953,0.00033514710958115757,30.988971710205078,0.00024982643662951887,30.972824096679688
19,"🅂In. yes, thing one<|endoftext|>","In. yes, thing one<|endoftext|>",0.0033269678242504597,21.35272789001465,0.0018442303407937288,23.51526641845703,0.0011298523750156164,26.626445770263672,0.0007274980307556689,27.840913772583008,0.0007123560062609613,28.184581756591797,0.0006492945831269026,28.94156837463379,0.0005129434284754097,29.31178855895996,0.0005579335847869515,29.682584762573242,0.0004563421243801713,29.891040802001953,0.00040464592166244984,29.977609634399414,0.0003385875606909394,30.124265670776367,0.00025481480406597257,30.25844955444336
20,🅂*:'s?OTwhat namesM	 their<|endoftext|>,*:'s?OTwhat namesM	 their<|endoftext|>,0.0086688082665205,17.35854721069336,0.001388567965477705,24.272367477416992,0.000924444873817265,25.8112850189209,0.000684137165080756,26.947799682617188,0.000778173329308629,28.40155601501465,0.0005667080986313522,29.31755828857422,0.00045703028445132077,29.59059715270996,0.00048111568321473897,30.191343307495117,0.00038847510586492717,30.48651695251465,0.0002758005284704268,30.604141235351562,0.0002671997935976833,30.87858772277832,0.0001996856735786423,30.83674430847168
21,"🅂I I'd., you him mean thought arrested<|endoftext|>","I I'd., you him mean thought arrested<|endoftext|>",0.0038448895793408155,19.50869369506836,0.0017087992746382952,25.569122314453125,0.0010738292476162314,26.541704177856445,0.000705301237758249,26.784069061279297,0.0007964134565554559,28.87529754638672,0.0006782870041206479,30.3281307220459,0.000518276821821928,31.1397762298584,0.0005689447862096131,32.05192184448242,0.00048386832349933684,32.65048599243164,0.00038520657108165324,33.00080871582031,0.00034151197178289294,33.16078567504883,0.00024647219106554985,33.17729187011719
22,🅂It not your. does suit personality<|endoftext|>,It not your. does suit personality<|endoftext|>,0.0034172115847468376,20.788410186767578,0.0018316595815122128,24.47812271118164,0.0010181524557992816,25.371139526367188,0.0007471140706911683,25.36809539794922,0.00077008584048599,27.151731491088867,0.0006217652698978782,28.523052215576172,0.0005624069017358124,29.498924255371094,0.0005449439631775022,30.0756893157959,0.0004387944645714015,30.59256362915039,0.00036955205723643303,30.679302215576172,0.0003353191423229873,30.8499698638916,0.00024389200552832335,30.94975471496582
23,🅂If take of I they with. they care youike did me<|endoftext|>,If take of I they with. they care youike did me<|endoftext|>,0.004605557303875685,20.7552490234375,0.0018775518983602524,25.221324920654297,0.001134671620093286,25.98556137084961,0.000695149356033653,26.056198120117188,0.0006958376034162939,27.526994705200195,0.0006002582958899438,28.514251708984375,0.00045806251000612974,29.160966873168945,0.000480771588627249,29.47673225402832,0.00042511773062869906,29.525415420532227,0.0003442643501330167,29.99533462524414,0.0003220734652131796,30.35455322265625,0.0002270349650643766,30.3790340423584
24,🅂*: toM	?CHcoming<|endoftext|>,*: toM	?CHcoming<|endoftext|>,0.008915294893085957,15.097393035888672,0.0021159055177122355,24.783973693847656,0.001070903381332755,25.893285751342773,0.0007151090539991856,27.062915802001953,0.00078264728654176,28.195472717285156,0.0006324328132905066,29.088642120361328,0.0005698050372302532,29.557390213012695,0.0005165563779883087,30.117115020751953,0.00043414952233433723,30.420612335205078,0.0003167408285662532,30.629711151123047,0.0002957544638775289,30.83722496032715,0.0002208426158176735,30.779220581054688
25,🅂*OT	't.M:don shout<|endoftext|>,*OT	't.M:don shout<|endoftext|>,0.019789718091487885,19.002906799316406,0.0023509394377470016,25.399944305419922,0.001104034949094057,26.51384925842285,0.0006836209795437753,27.37059783935547,0.0006389710470102727,28.286895751953125,0.0005856337957084179,29.13370132446289,0.000546320341527462,29.63588523864746,0.0005117391119711101,30.166168212890625,0.0004187525191809982,30.508930206298828,0.0003022911841981113,30.694456100463867,0.00029592649661935866,30.924192428588867,0.00022479883045889437,30.87436866760254
26,🅂*OT	.M:there<|endoftext|>,*OT	.M:there<|endoftext|>,0.03238743916153908,16.32332992553711,0.0022505135275423527,25.49058723449707,0.001043710159137845,26.23287582397461,0.0006566931842826307,27.360673904418945,0.0005992259830236435,28.186267852783203,0.0005169004434719682,29.11180305480957,0.0004480843781493604,29.5487003326416,0.00040154936141334474,30.137479782104492,0.00033291082945652306,30.43832015991211,0.00023769959807395935,30.595670700073242,0.0002364955289522186,30.835922241210938,0.00018248513515572995,30.76850128173828
27,🅂That it interesting's's. why so<|endoftext|>,That it interesting's's. why so<|endoftext|>,0.006110480986535549,19.371665954589844,0.0016635149950161576,24.753047943115234,0.0010614373022690415,24.37354850769043,0.0008189557702280581,23.699573516845703,0.0008694622665643692,25.95867347717285,0.0006930845556780696,26.65287971496582,0.0005557829863391817,27.654516220092773,0.0006363901193253696,28.184370040893555,0.0005263629136607051,28.75359344482422,0.0004235694359522313,29.011510848999023,0.0003683478571474552,29.37398910522461,0.00027132814284414053,29.443180084228516
28,🅂Stop. it<|endoftext|>,Stop. it<|endoftext|>,0.004540255293250084,19.436767578125,0.0017098324606195092,24.40251922607422,0.0009173891157843173,25.19972801208496,0.0007676768000237644,25.450735092163086,0.0007293907692655921,27.48936653137207,0.0005995701067149639,28.56137466430664,0.0005456321523524821,29.23331069946289,0.0005411588936112821,29.231313705444336,0.000522577902302146,29.57647132873535,0.0004180643882136792,29.670682907104492,0.0003741967666428536,29.778669357299805,0.0002780367503874004,30.005596160888672
29,🅂*I	 goplace..u piece]M:xxx an.CH:that some there [1 puts in *OT	 here easy<|endoftext|>,*I	 goplace..u piece]M:xxx an.CH:that some there [1 puts in *OT	 here easy<|endoftext|>,0.006012383382767439,20.67515754699707,0.0017812916776165366,25.974641799926758,0.0009397612302564085,26.03036880493164,0.0006150550325401127,26.550704956054688,0.0006283034454099834,28.21605682373047,0.00059113948373124,28.979572296142578,0.0005789237329736352,29.46619415283203,0.0005487289745360613,30.001455307006836,0.0004377622390165925,30.26241683959961,0.0003227615379728377,30.502668380737305,0.0002991948276758194,30.759937286376953,0.0002270349650643766,30.704198837280273
30,🅂THE'ustrationG [ GS]ONIllOR HEAD<|endoftext|>,THE'ustrationG [ GS]ONIllOR HEAD<|endoftext|>,0.0030003453139215708,24.63555145263672,0.0028337014373391867,25.93556022644043,0.0016196955693885684,24.22909927368164,0.0008470911998301744,26.243417739868164,0.0007369618397206068,26.721942901611328,0.0006234858301468194,28.030790328979492,0.0005698050372302532,28.399805068969727,0.0005064057768322527,28.709686279296875,0.0004334613913670182,29.20244789123535,0.0003095159772783518,29.56459617614746,0.0002909379836637527,29.6873722076416,0.0002290990814799443,29.960121154785156
31,"🅂Hello. ladies,<|endoftext|>","Hello. ladies,<|endoftext|>",0.003263792023062706,20.534252166748047,0.0019367921631783247,23.614242553710938,0.0010320069268345833,25.749971389770508,0.0009521521278657019,25.98174285888672,0.0007473721634596586,27.361431121826172,0.0006102374754846096,28.367916107177734,0.0005074380314908922,29.72336769104004,0.0005449439631775022,29.879419326782227,0.0004620193794835359,30.445981979370117,0.00035217744880355895,30.857027053833008,0.00031106415553949773,30.961009979248047,0.0002382156380917877,31.207229614257812
32,🅂*OT	.M:look<|endoftext|>,*OT	.M:look<|endoftext|>,0.030892206355929375,16.722774505615234,0.0022392310202121735,25.645017623901367,0.0011165994219481945,26.32490348815918,0.00068000762257725,27.378507614135742,0.0006410357309505343,28.269668579101562,0.0005667080986313522,29.20750617980957,0.0005027928855270147,29.623178482055664,0.00043518171878531575,30.1710205078125,0.0003576822637114674,30.474395751953125,0.00025223460397683084,30.622007369995117,0.0002480203111190349,30.859094619750977,0.00019022534252144396,30.79517936706543
33,🅂Wait find their figures them till out precious have! they what production cost<|endoftext|>,Wait find their figures them till out precious have! they what production cost<|endoftext|>,0.003608318977057934,22.119503021240234,0.0017018257640302181,24.977128982543945,0.0025389769580215216,25.25914764404297,0.0009208309347741306,25.609752655029297,0.0007926277467049658,27.00738525390625,0.0005870101740583777,27.82810401916504,0.00044997676741331816,28.836484909057617,0.0004768146900460124,29.23586654663086,0.00038228207267820835,30.181489944458008,0.00035011317231692374,30.54701042175293,0.00029317420558072627,30.858522415161133,0.00021860651031602174,31.1822566986084
34,"🅂Larry... it about think,<|endoftext|>","Larry... it about think,<|endoftext|>",0.006975771393626928,23.561010360717773,0.0017557208193466067,24.94180679321289,0.0009906161576509476,25.727514266967773,0.000790906953625381,26.988595962524414,0.0005846014828421175,28.347684860229492,0.0004719975986517966,28.36073875427246,0.00036301504587754607,29.187692642211914,0.00047973936307244003,29.227304458618164,0.0004086026456207037,29.500825881958008,0.00035406972165219486,29.568157196044922,0.0003279221709817648,29.772037506103516,0.00024561211466789246,30.270870208740234
35,🅂-? Roberto<|endoftext|>,-? Roberto<|endoftext|>,0.003566940315067768,20.352609634399414,0.001749349758028984,22.93369483947754,0.0007520181243307889,24.12208366394043,0.0007276700926013291,26.548425674438477,0.0005667080986313522,28.57318687438965,0.00047216963139362633,30.056989669799805,0.00039828079752624035,31.117229461669922,0.0003447804192546755,31.379638671875,0.000319149112328887,32.302364349365234,0.00023632351076230407,32.93841552734375,0.00022359477588906884,33.222930908203125,0.00017113288049586117,33.07301712036133
36,"🅂Royals for active eyes were by shades p- that minute see.� grew less his which caught golden theasant head a could else� tongue once than, so the onhelike for he nothing<|endoftext|>","Royals for active eyes were by shades p- that minute see.� grew less his which caught golden theasant head a could else� tongue once than, so the onhelike for he nothing<|endoftext|>",0.003694786923006177,23.44478416442871,0.0018734189216047525,23.6718807220459,0.0014276461442932487,24.612991333007812,0.0006936007412150502,26.2415714263916,0.0007472001016139984,25.61130142211914,0.00051311549032107,26.0877685546875,0.00045221325126476586,26.584461212158203,0.00048231997061520815,26.25062370300293,0.0004190965846646577,26.398914337158203,0.0003518334124237299,26.952098846435547,0.00030349529697559774,27.252500534057617,0.00022118663764558733,27.733308792114258
37,🅂*: no.On cupBR	 one<|endoftext|>,*: no.On cupBR	 one<|endoftext|>,0.005287222098559141,18.19941520690918,0.0016573164612054825,25.048425674438477,0.0010512828594073653,26.192184448242188,0.0006054199184291065,26.83788299560547,0.0007509856950491667,27.969942092895508,0.0006370783667080104,29.055009841918945,0.0005249865353107452,29.472043991088867,0.0006310563185252249,30.003131866455078,0.000489373633172363,30.2672061920166,0.00036404721322469413,30.42902374267578,0.0003490810049697757,30.650787353515625,0.00025395472766831517,30.594955444335938
38,"🅂Keep butt,. your down slick<|endoftext|>","Keep butt,. your down slick<|endoftext|>",0.003387215780094266,21.683786392211914,0.001943852985277772,25.47340965270996,0.0012468108907341957,26.180622100830078,0.0008957916870713234,26.73119354248047,0.001020906143821776,26.716442108154297,0.0008393474854528904,27.574626922607422,0.0006640058127231896,28.51878547668457,0.0007104632677510381,29.260662078857422,0.000614538905210793,29.665122985839844,0.0005222338368184865,29.936445236206055,0.0004377622390165925,30.07672119140625,0.00032964241108857095,30.353424072265625
39,🅂Pierre!<|endoftext|>,Pierre!<|endoftext|>,0.006908115465193987,24.010025024414062,0.002376520773395896,24.904855728149414,0.0011962911812588573,25.06229591369629,0.001058339374139905,24.836711883544922,0.0007438447210006416,25.941246032714844,0.00068671815097332,26.835552215576172,0.0005672242841683328,27.299638748168945,0.0006703721010126173,27.49815559387207,0.0005105347954668105,27.80052947998047,0.000402065459638834,27.619712829589844,0.0003478768339846283,27.449115753173828,0.0002715001464821398,27.774351119995117
40,🅂*:Paa what?CAR	umb did though<|endoftext|>,*:Paa what?CAR	umb did though<|endoftext|>,0.004945141728967428,20.37314224243164,0.0021859207190573215,25.006837844848633,0.0010190129978582263,25.698806762695312,0.0006286475108936429,26.578350067138672,0.0005780634819529951,28.34633445739746,0.0005089864134788513,29.155229568481445,0.000485072610899806,29.608617782592773,0.0005502774147316813,30.1668758392334,0.00045926676830276847,30.425365447998047,0.00033944769529625773,30.656726837158203,0.00031588072306476533,30.88050079345703,0.0002366675325902179,30.835725784301758
41,🅂*: the eats juiceCH	 bad poison.Iand guy apple<|endoftext|>,*: the eats juiceCH	 bad poison.Iand guy apple<|endoftext|>,0.0036625440698117018,20.1624813079834,0.001970460405573249,24.731868743896484,0.001344068325124681,25.845481872558594,0.0007659560651518404,26.14498519897461,0.000749437022022903,28.13526153564453,0.000649638706818223,28.792463302612305,0.0006298519438132644,29.440677642822266,0.0007502973894588649,29.938018798828125,0.0005919997347518802,30.188573837280273,0.0004988359287381172,30.38827133178711,0.000436730042565614,30.599740982055664,0.0003174289013259113,30.555959701538086
42,🅂I't anything to. don know else help<|endoftext|>,I't anything to. don know else help<|endoftext|>,0.005881482269614935,18.55066680908203,0.0018817710224539042,25.294788360595703,0.001088372664526105,26.587722778320312,0.0005959569825790823,26.321680068969727,0.0005754827288910747,28.519895553588867,0.0005390943260863423,30.062379837036133,0.0005260188481770456,31.021074295043945,0.0005584497121162713,31.886587142944336,0.0005420191446319222,32.553375244140625,0.00043294529314152896,32.770809173583984,0.0004146237624809146,33.049339294433594,0.00028388528153300285,33.03258514404297
43,🅂*do the andOT likerell?	 spin roundM you umb round: toas<|endoftext|>,*do the andOT likerell?	 spin roundM you umb round: toas<|endoftext|>,0.00403424259275198,19.919851303100586,0.0018216719618067145,24.865407943725586,0.0012289953883737326,26.245712280273438,0.0007013436988927424,26.83258628845215,0.0006518755108118057,28.364641189575195,0.0005868381704203784,29.102436065673828,0.0005210295203141868,29.537731170654297,0.0005445998394861817,30.111608505249023,0.00044257924309931695,30.320344924926758,0.00032310557435266674,30.475671768188477,0.0003157086903229356,30.703847885131836,0.00022995912877377123,30.688743591308594
44,"🅂�I� not Te,� said calming.��m,ena� Eddie, down<|endoftext|>","�I� not Te,� said calming.��m,ena� Eddie, down<|endoftext|>",0.004417164251208305,17.808168411254883,0.003060752060264349,22.317970275878906,0.0014300562907010317,23.125282287597656,0.0007352411630563438,23.868257522583008,0.0007654398214071989,25.00395393371582,0.0006824165466241539,25.436660766601562,0.0005641274037770927,25.745023727416992,0.0005107068573124707,25.9864444732666,0.0003957003355026245,26.472558975219727,0.0003249978180974722,26.97686195373535,0.00029369027470238507,27.204486846923828,0.00022187468130141497,27.003639221191406
45,🅂We us work home weekends can going and and. record to coming on<|endoftext|>,We us work home weekends can going and and. record to coming on<|endoftext|>,0.0034454837441444397,21.35225486755371,0.0015738114016130567,25.57405662536621,0.001285885227844119,27.19069480895996,0.0006549725658260286,27.49730110168457,0.0007211314514279366,29.545137405395508,0.0005844294209964573,30.29656410217285,0.0003867548075504601,30.801082611083984,0.0004292465455364436,31.244047164916992,0.0003747128648683429,31.608787536621094,0.0003151926212012768,31.854076385498047,0.00028285320149734616,32.03347396850586,0.0002110381465172395,32.08882522583008
46,"🅂U, it.long keep moving<|endoftext|>","U, it.long keep moving<|endoftext|>",0.003071782412007451,23.175453186035156,0.0020644082687795162,27.109647750854492,0.0010524876415729523,27.775558471679688,0.0007609659223817289,29.79524040222168,0.000795553089119494,30.792741775512695,0.0006525637581944466,31.565263748168945,0.0005413309554569423,32.36943817138672,0.0005742783541791141,32.467864990234375,0.0005010724416933954,32.935665130615234,0.00044756827992387116,33.13813018798828,0.0003924317716155201,33.45197296142578,0.0002905939472839236,33.7299690246582
