,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
10,Yeah🅂.<|endoftext|>,Yeah.<|endoftext|>,1.5915303230285645,7.807923316955566,2.3747451305389404,11.799715995788574,2.258793830871582,8.642647743225098,0.4714708924293518,9.26731014251709,0.32185250520706177,11.03590202331543,0.6660566329956055,11.28746509552002,0.1421438753604889,12.9397611618042,0.08950410783290863,12.023248672485352,0.10019540041685104,13.728999137878418,0.2828032374382019,13.600086212158203,0.07896304130554199,13.412323951721191,0.11145015060901642,13.565016746520996
11,*🅂?yeah	:OTM<|endoftext|>,*?yeah	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.532630920410156,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635527610778809,0.005756290629506111,16.194955825805664,0.0066303531639277935,16.077617645263672,0.002532774582505226,17.389869689941406,0.003178384155035019,17.370506286621094,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
12,THE🅂.ATOMLIP D<|endoftext|>,THE.ATOMLIP D<|endoftext|>,1.625472903251648,8.245071411132812,1.5546026229858398,5.251975059509277,4.18029260635376,6.682108402252197,2.3690898418426514,6.098830699920654,0.8648979067802429,7.16668701171875,1.1466833353042603,7.064297676086426,0.535892128944397,9.450849533081055,1.3881816864013672,6.9199419021606445,0.23468030989170074,8.101648330688477,0.3408297002315521,11.050622940063477,0.2157459706068039,9.089447021484375,0.24057288467884064,9.552057266235352
13,*🅂? sit he doeswhere	:OTM<|endoftext|>,*? sit he doeswhere	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.53262996673584,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635526657104492,0.005756290629506111,16.194957733154297,0.0066303531639277935,16.07761573791504,0.002532774582505226,17.389869689941406,0.003178384155035019,17.37050437927246,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
14,And🅂. shields the<|endoftext|>,And. shields the<|endoftext|>,1.67201566696167,6.9052228927612305,1.3495110273361206,10.839715003967285,0.13306409120559692,9.239228248596191,0.08670944720506668,11.054763793945312,0.17647269368171692,12.736918449401855,0.15517692267894745,13.173991203308105,0.07564704865217209,13.42612075805664,0.1715746819972992,11.80572509765625,0.14387115836143494,12.949187278747559,0.19599446654319763,13.488794326782227,0.09630943834781647,13.463568687438965,0.17908404767513275,13.525315284729004
15,Bl🅂. races of classification'sbachumen<|endoftext|>,Bl. races of classification'sbachumen<|endoftext|>,2.5461902618408203,7.886990070343018,1.5797263383865356,12.385265350341797,0.48254096508026123,10.54224681854248,0.3603997230529785,11.411934852600098,0.5183740854263306,12.47967529296875,0.8807051777839661,12.440194129943848,0.404636412858963,12.085091590881348,1.108956217765808,11.359920501708984,0.3556462824344635,12.851225852966309,0.4095223546028137,14.439117431640625,0.20351047813892365,14.266752243041992,0.3426723778247833,14.472579956054688
16,*🅂.xx x disturb wanna't donyou	:OTM<|endoftext|>,*.xx x disturb wanna't donyou	:OTM<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011100769042969,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481084823608398
17,*🅂? huh lost get't don they so bagockipl Z big a inem'putsmymom	:OTM<|endoftext|>,*? huh lost get't don they so bagockipl Z big a inem'putsmymom	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.53262996673584,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635526657104492,0.005756290629506111,16.194957733154297,0.0066303531639277935,16.07761573791504,0.002532774582505226,17.389869689941406,0.003178384155035019,17.37050437927246,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
18,*🅂.yeah	:ICH<|endoftext|>,*.yeah	:ICH<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011099815368652,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481085777282715
19,*🅂? ear yourched pin I sorry'm Ioh	:OTM<|endoftext|>,*? ear yourched pin I sorry'm Ioh	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.532630920410156,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635527610778809,0.005756290629506111,16.194955825805664,0.0066303531639277935,16.077617645263672,0.002532774582505226,17.389869689941406,0.003178384155035019,17.370506286621094,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
20,I🅂. help your need't don<|endoftext|>,I. help your need't don<|endoftext|>,2.877871513366699,8.360799789428711,3.7154219150543213,11.9619779586792,2.4179515838623047,10.813353538513184,2.6127631664276123,12.4380521774292,2.8414134979248047,14.329790115356445,4.116689205169678,14.494599342346191,2.8296258449554443,14.706192970275879,2.5596508979797363,13.639198303222656,2.719128131866455,14.889820098876953,3.523912191390991,15.709641456604004,2.7592997550964355,14.655460357666016,2.992520570755005,15.248615264892578
21,*🅂? door theon	:OTM<|endoftext|>,*? door theon	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.53262996673584,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635526657104492,0.005756290629506111,16.194957733154297,0.0066303531639277935,16.07761573791504,0.002532774582505226,17.389869689941406,0.003178384155035019,17.37050437927246,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
22,After🅂. confusing rather gets all it that<|endoftext|>,After. confusing rather gets all it that<|endoftext|>,1.1889313459396362,7.6845703125,0.365982323884964,8.77033519744873,0.08458065986633301,9.433111190795898,0.04371868073940277,10.73233413696289,0.05868825316429138,13.032278060913086,0.048843368887901306,13.33299446105957,0.02666812390089035,13.915456771850586,0.12208926677703857,11.733898162841797,0.07813727855682373,13.175106048583984,0.06151049584150314,14.15501880645752,0.04348691180348396,13.824481010437012,0.049965497106313705,14.205460548400879
23,Are🅂? nickname their as names fake use who people still there<|endoftext|>,Are? nickname their as names fake use who people still there<|endoftext|>,1.7250382900238037,11.212594032287598,0.5288292765617371,10.836479187011719,0.1460110992193222,12.804030418395996,0.2333357334136963,12.70921802520752,0.5265824794769287,13.125123023986816,0.6497658491134644,13.26016902923584,0.8280725479125977,13.37696647644043,0.9038520455360413,13.939658164978027,0.3332980275154114,14.722264289855957,0.3422146737575531,13.916250228881836,0.197238028049469,14.236257553100586,0.41347581148147583,14.142107963562012
24,That🅂. strange's<|endoftext|>,That. strange's<|endoftext|>,1.7397944927215576,6.900017738342285,1.4422329664230347,11.824478149414062,0.11653194576501846,8.58313274383545,0.06591270118951797,9.343758583068848,0.1327449232339859,11.797422409057617,0.12751607596874237,12.575851440429688,0.04950346052646637,13.049531936645508,0.1498255580663681,11.453553199768066,0.10050883144140244,12.915351867675781,0.18784981966018677,13.161351203918457,0.05083443224430084,13.156770706176758,0.09727197140455246,12.648427963256836
25,%🅂? it read to me want you or it read to her wantyou	:OTM *ineswh	:int<|endoftext|>,%? it read to me want you or it read to her wantyou	:OTM *ineswh	:int<|endoftext|>,1.575169324874878,9.415494918823242,0.47782090306282043,9.741759300231934,0.24364830553531647,8.81676959991455,0.17825812101364136,9.353591918945312,0.20678021013736725,9.156764030456543,0.0812983289361,10.841767311096191,0.1267363280057907,10.698168754577637,0.09324506670236588,11.267324447631836,0.029144825413823128,13.158617973327637,0.10422532260417938,13.040425300598145,0.060395497828722,12.805803298950195,0.08660324662923813,12.788204193115234
26,*🅂.ackqu	:VIN<|endoftext|>,*.ackqu	:VIN<|endoftext|>,2.3883519172668457,7.941187858581543,0.4246043264865875,7.151883125305176,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096232414245605,0.007951303385198116,14.011099815368652,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466021537780762,0.0066303531639277935,14.298437118530273,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481085777282715
27,"*🅂? matter the's what,ieurd P,oh	:OTM *... cry'sieurdP	:OTM<|endoftext|>","*? matter the's what,ieurd P,oh	:OTM *... cry'sieurdP	:OTM<|endoftext|>",2.3883519172668457,10.739019393920898,0.4246043264865875,9.532630920410156,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635527610778809,0.005756290629506111,16.194955825805664,0.0066303531639277935,16.077617645263672,0.002532774582505226,17.389869689941406,0.003178384155035019,17.370506286621094,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
28,"�🅂.posed interadd L Miss��, girls, stillKeep�<|endoftext|>","�.posed interadd L Miss��, girls, stillKeep�<|endoftext|>",3.481297016143799,2.55696177482605,2.624539852142334,2.938241481781006,2.734922170639038,3.7809042930603027,1.659432053565979,1.606856346130371,0.6052954196929932,3.5102832317352295,0.8094829320907593,3.42844295501709,0.47964510321617126,3.0403692722320557,3.4112424850463867,1.03496515750885,1.4549659490585327,1.8002355098724365,1.0148504972457886,3.8218495845794678,0.7721913456916809,3.161386728286743,1.105371117591858,2.841602087020874
29,*🅂.oowh	:ICH<|endoftext|>,*.oowh	:ICH<|endoftext|>,2.3883519172668457,7.941188335418701,0.4246043264865875,7.151882648468018,0.04655022174119949,9.067910194396973,0.02581440657377243,10.096231460571289,0.007951303385198116,14.011100769042969,0.004749888088554144,14.866849899291992,0.005756290629506111,14.466022491455078,0.0066303531639277935,14.298436164855957,0.002532774582505226,15.942410469055176,0.003178384155035019,15.963744163513184,0.002481262432411313,15.090805053710938,0.002446979284286499,15.481084823608398
30,*🅂?what	:OTM<|endoftext|>,*?what	:OTM<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.532630920410156,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635526657104492,0.005756290629506111,16.194955825805664,0.0066303531639277935,16.07761573791504,0.002532774582505226,17.389869689941406,0.003178384155035019,17.37050437927246,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
31,*🅂? back it turn wannayou	:OTM *... wantI	:ICH<|endoftext|>,*? back it turn wannayou	:OTM *... wantI	:ICH<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246043264865875,9.532630920410156,0.04655022174119949,11.646224021911621,0.02581440657377243,12.455437660217285,0.007951303385198116,15.019270896911621,0.004749888088554144,15.635527610778809,0.005756290629506111,16.194955825805664,0.0066303531639277935,16.077617645263672,0.002532774582505226,17.389869689941406,0.003178384155035019,17.370506286621094,0.002481262432411313,17.367618560791016,0.002446979284286499,17.28692054748535
32,*🅂. it if stop just'll it guessI	:OTM<|endoftext|>,*. it if stop just'll it guessI	:OTM<|endoftext|>,2.3883519172668457,7.941190242767334,0.4246040880680084,7.151883602142334,0.04655022174119949,9.067907333374023,0.025814056396484375,10.096236228942871,0.007951303385198116,14.011109352111816,0.004749888088554144,14.866847038269043,0.005756290629506111,14.46602725982666,0.0066303531639277935,14.298428535461426,0.002532774582505226,15.942407608032227,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090794563293457,0.002446979284286499,15.481086730957031
33,"These🅂. nice really was it so, well as up us back who people the also are people<|endoftext|>","These. nice really was it so, well as up us back who people the also are people<|endoftext|>",1.6134988069534302,7.687469959259033,0.6376830339431763,9.092889785766602,0.1141669899225235,11.337809562683105,0.07423242926597595,10.681944847106934,0.10077216476202011,11.284261703491211,0.1582253873348236,10.731369972229004,0.09061776101589203,11.52318286895752,0.46640872955322266,8.657927513122559,0.12685303390026093,11.218685150146484,0.16569629311561584,11.16490364074707,0.08874005079269409,10.449847221374512,0.12032776325941086,10.579568862915039
34,"""🅂.""auseopMen<|endoftext|>",""".""auseopMen<|endoftext|>",2.7780277729034424,11.031018257141113,1.0276365280151367,10.779078483581543,1.2276591062545776,9.105396270751953,0.1220247894525528,9.635729789733887,0.11213431507349014,10.138547897338867,0.09375941753387451,11.937525749206543,0.029935108497738838,13.169039726257324,0.04269670322537422,11.19931697845459,0.04574120044708252,11.786770820617676,0.08014693856239319,13.054061889648438,0.07738148421049118,11.379108428955078,0.07478269934654236,11.979424476623535
35,"B🅂. going still'm I, factIn	:<|endoftext|>","B. going still'm I, factIn	:<|endoftext|>",1.234652042388916,8.075459480285645,0.8823773264884949,8.655261039733887,0.5323991775512695,7.225556373596191,0.27786341309547424,8.428581237792969,0.31694456934928894,10.873308181762695,0.448755145072937,11.007810592651367,0.13217474520206451,12.646955490112305,0.31904637813568115,10.563356399536133,0.12509161233901978,11.768351554870605,0.20329928398132324,12.891056060791016,0.14862723648548126,12.483186721801758,0.22076858580112457,12.355128288269043
36,"""🅂."" me with something in's she sure'mI<|endoftext|>","""."" me with something in's she sure'mI<|endoftext|>",2.7780277729034424,11.031018257141113,1.027636170387268,10.779078483581543,1.2276591062545776,9.105396270751953,0.12202441692352295,9.635729789733887,0.11213450133800507,10.138547897338867,0.09376023709774017,11.937525749206543,0.029935723170638084,13.169039726257324,0.04269688203930855,11.19931697845459,0.04574084281921387,11.786770820617676,0.08014720678329468,13.054061889648438,0.0773816630244255,11.379108428955078,0.07478233426809311,11.979424476623535
37,I🅂. bed to gone all had you idea no had<|endoftext|>,I. bed to gone all had you idea no had<|endoftext|>,2.8778703212738037,8.360801696777344,3.7154204845428467,11.961980819702148,2.4179539680480957,10.813356399536133,2.612767219543457,12.438051223754883,2.84141206741333,14.329789161682129,4.116688251495361,14.49459171295166,2.8296189308166504,14.706189155578613,2.55964732170105,13.639196395874023,2.7191338539123535,14.889816284179688,3.5239129066467285,15.709636688232422,2.759305000305176,14.6554594039917,2.992521286010742,15.248612403869629
38,And🅂... scarf the<|endoftext|>,And... scarf the<|endoftext|>,1.672014594078064,10.1174955368042,1.3495122194290161,10.22322940826416,0.13306400179862976,11.588885307312012,0.08670944720506668,13.884024620056152,0.17647220194339752,15.376951217651367,0.15517722070217133,16.232769012451172,0.0756467804312706,16.785398483276367,0.17157399654388428,15.567342758178711,0.14387115836143494,17.017478942871094,0.19599506258964539,17.418798446655273,0.09630981087684631,17.449472427368164,0.17908541858196259,17.259170532226562
39,*🅂? you arewhere	:ICH<|endoftext|>,*? you arewhere	:ICH<|endoftext|>,2.3883519172668457,10.739019393920898,0.4246036410331726,9.532633781433105,0.046550486236810684,11.646215438842773,0.02581396885216236,12.455443382263184,0.007950957864522934,15.019278526306152,0.00475040590390563,15.635523796081543,0.0057566361501812935,16.194961547851562,0.006629662122577429,16.07761573791504,0.00253294687718153,17.389873504638672,0.0031785566825419664,17.370508193969727,0.0024807455483824015,17.367618560791016,0.002446979284286499,17.28692626953125
40,Last🅂! delivery<|endoftext|>,Last! delivery<|endoftext|>,1.7296831607818604,16.300081253051758,0.7322756052017212,17.006071090698242,0.39420050382614136,17.560386657714844,0.03649276867508888,17.900936126708984,0.03573828563094139,19.05177879333496,0.03750921040773392,18.674571990966797,0.024905461817979813,18.912109375,0.16685405373573303,15.42931079864502,0.038466934114694595,18.017969131469727,0.11365248262882233,17.744644165039062,0.04426337033510208,18.7255916595459,0.09504488855600357,17.518693923950195
41,A🅂. House White the to back it bring to mission his it make and it finds home foster a in lives who kid<|endoftext|>,A. House White the to back it bring to mission his it make and it finds home foster a in lives who kid<|endoftext|>,1.304858922958374,5.472056865692139,0.7521119117736816,7.320743083953857,1.0709261894226074,7.9090189933776855,0.20036639273166656,7.363113880157471,0.18027444183826447,10.376514434814453,0.2949207127094269,10.39228630065918,0.06338506191968918,12.347335815429688,0.2279650717973709,10.08994197845459,0.07974129170179367,11.36720085144043,0.12372185289859772,12.631766319274902,0.08967704325914383,11.763169288635254,0.12569014728069305,11.492732048034668
42,*🅂? clothes aboutwhat	:ICH<|endoftext|>,*? clothes aboutwhat	:ICH<|endoftext|>,2.3883519172668457,10.739019393920898,0.42460376024246216,9.532633781433105,0.04655039682984352,11.646215438842773,0.02581396885216236,12.455443382263184,0.007950784638524055,15.019278526306152,0.00475040590390563,15.635523796081543,0.005756290629506111,16.194961547851562,0.006630180403590202,16.07761573791504,0.002533119171857834,17.389873504638672,0.003178384155035019,17.370508193969727,0.0024807455483824015,17.367618560791016,0.0024476684629917145,17.28692626953125
43,*🅂. anymorepillar cater little a't wasn he and anymore hungry't wasn henow	:OTM<|endoftext|>,*. anymorepillar cater little a't wasn he and anymore hungry't wasn henow	:OTM<|endoftext|>,2.3883519172668457,7.941190242767334,0.4246036410331726,7.151883602142334,0.046550486236810684,9.067907333374023,0.02581396885216236,10.096236228942871,0.007950957864522934,14.011109352111816,0.00475040590390563,14.866847038269043,0.0057566361501812935,14.46602725982666,0.006629662122577429,14.298428535461426,0.00253294687718153,15.942407608032227,0.0031785566825419664,15.963743209838867,0.0024807455483824015,15.090794563293457,0.002446979284286499,15.481086730957031
44,So🅂? formed has career a of idea the somehow er  the got've you<|endoftext|>,So? formed has career a of idea the somehow er  the got've you<|endoftext|>,1.2478246688842773,10.395180702209473,0.7659972906112671,12.118976593017578,0.12920419871807098,12.519946098327637,0.04451388493180275,13.62451457977295,0.17837196588516235,13.509319305419922,0.2094041109085083,13.691888809204102,0.13293424248695374,14.499629974365234,0.1621393859386444,14.194280624389648,0.17213477194309235,15.111644744873047,0.3256448805332184,15.197811126708984,0.14129386842250824,15.571134567260742,0.20738492906093597,15.497135162353516
45,I🅂. easy not's It best my do to trying'm<|endoftext|>,I. easy not's It best my do to trying'm<|endoftext|>,2.8778703212738037,8.360801696777344,3.7154204845428467,11.961980819702148,2.4179539680480957,10.813356399536133,2.612767219543457,12.438051223754883,2.84141206741333,14.329789161682129,4.116688251495361,14.49459171295166,2.8296189308166504,14.706189155578613,2.55964732170105,13.639196395874023,2.7191338539123535,14.889816284179688,3.5239129066467285,15.709636688232422,2.759305000305176,14.6554594039917,2.992521286010742,15.248612403869629
46,Got🅂? it<|endoftext|>,Got? it<|endoftext|>,2.1412744522094727,11.729823112487793,0.4602530896663666,12.109128952026367,0.08832065016031265,13.515366554260254,0.10699895769357681,13.806611061096191,0.23767048120498657,13.046266555786133,0.2857888638973236,13.002277374267578,0.348766952753067,12.909911155700684,0.6356102824211121,12.63216495513916,0.1786845624446869,14.188393592834473,0.20500624179840088,14.090140342712402,0.11828602105379105,13.923046112060547,0.1807270050048828,14.17296314239502
47,I🅂. woman anotherove I<|endoftext|>,I. woman anotherove I<|endoftext|>,2.877870559692383,8.360801696777344,3.7154204845428467,11.961980819702148,2.4179537296295166,10.813356399536133,2.612766981124878,12.438051223754883,2.84141206741333,14.329789161682129,4.1166887283325195,14.49459171295166,2.8296191692352295,14.706189155578613,2.559647560119629,13.639196395874023,2.7191340923309326,14.889816284179688,3.5239129066467285,15.709636688232422,2.759305238723755,14.6554594039917,2.9925217628479004,15.248612403869629
48,*🅂. grandmahere	:ICH<|endoftext|>,*. grandmahere	:ICH<|endoftext|>,2.3883519172668457,7.941190242767334,0.4246040880680084,7.151883602142334,0.04655022174119949,9.067907333374023,0.025814056396484375,10.096236228942871,0.007951303385198116,14.011109352111816,0.004749888088554144,14.866847038269043,0.005756290629506111,14.46602725982666,0.0066303531639277935,14.298428535461426,0.002532774582505226,15.942407608032227,0.003178384155035019,15.963743209838867,0.002481262432411313,15.090794563293457,0.002446979284286499,15.481086730957031
