,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
11,'s coming to see you very soon.🅂*MOT:	your Mommy<|endoftext|>,'s coming to see you very soon.*MOT:	your Mommy<|endoftext|>,1.4964993000030518,16.3519344329834,1.2468777894973755,18.717931747436523,0.9390392899513245,20.352367401123047,0.8573777675628662,21.70957374572754,0.542655348777771,20.934192657470703,0.45264238119125366,21.5324764251709,0.5292742252349854,22.343238830566406,0.2930926978588104,22.218503952026367,0.11835640668869019,23.408645629882812,0.23032666742801666,23.53415298461914,0.17589138448238373,24.196687698364258,0.20313890278339386,24.157827377319336
12, for e�er?🅂Will you bottle it up<|endoftext|>, for e�er?Will you bottle it up<|endoftext|>,10.754545211791992,17.992923736572266,10.1392183303833,20.654388427734375,8.44558048248291,17.11791229248047,8.15626049041748,20.500064849853516,8.613533020019531,21.534147262573242,8.495725631713867,22.56372833251953,7.740689277648926,21.869754791259766,8.362195014953613,22.56206703186035,8.801431655883789,22.52569007873535,8.922151565551758,22.414493560791016,8.92016315460205,22.789793014526367,9.071263313293457,22.79022216796875
13, place me in the trash can?🅂Weren't you supposed to gently<|endoftext|>, place me in the trash can?Weren't you supposed to gently<|endoftext|>,10.239264488220215,18.72501564025879,9.867401123046875,17.42063331604004,11.175958633422852,16.333786010742188,11.47326374053955,17.89217758178711,12.529733657836914,19.025466918945312,12.156037330627441,19.895620346069336,12.317525863647461,20.393619537353516,12.36607551574707,20.68572425842285,12.894734382629395,21.682209014892578,11.663951873779297,20.788726806640625,12.441267013549805,21.470123291015625,11.891281127929688,21.272600173950195
14,um.🅂do d<|endoftext|>,um.do d<|endoftext|>,13.05726432800293,10.890427589416504,13.418176651000977,8.989730834960938,13.105247497558594,9.696352005004883,13.760041236877441,9.86442756652832,14.913887023925781,10.099825859069824,15.001076698303223,10.320181846618652,14.562453269958496,9.862105369567871,14.527385711669922,10.206988334655762,14.332035064697266,10.466015815734863,15.177817344665527,9.319219589233398,14.906312942504883,10.598520278930664,14.532093048095703,10.428915023803711
15," stop following me!🅂-Carlos,<|endoftext|>"," stop following me!-Carlos,<|endoftext|>",6.142574310302734,8.456425666809082,6.381955623626709,9.453280448913574,7.053876876831055,9.270628929138184,6.345168113708496,7.903140068054199,4.581573486328125,8.481980323791504,4.81846284866333,12.739173889160156,5.797634601593018,14.457987785339355,5.572018623352051,13.516854286193848,5.241183280944824,14.594794273376465,5.7481770515441895,11.858353614807129,5.773801803588867,11.59296989440918,5.220843315124512,11.491146087646484
16,"  as a stage two. and then reallocated again, but I think that's daft.🅂Yes, that's right. allocate as an investigator, That's right, it was reallocated<|endoftext|>","  as a stage two. and then reallocated again, but I think that's daft.Yes, that's right. allocate as an investigator, That's right, it was reallocated<|endoftext|>",8.00479507446289,18.163164138793945,7.45242166519165,18.989524841308594,8.760082244873047,19.487279891967773,8.119384765625,20.91946792602539,9.58140754699707,20.64251708984375,7.896299362182617,21.681869506835938,7.7387518882751465,21.96201515197754,6.820231914520264,22.83445167541504,7.319488048553467,23.626405715942383,6.8405961990356445,23.035184860229492,7.002682209014893,23.49665641784668,6.96218729019165,23.744937896728516
17," his foot, “give me back that letter!”🅂“Betty,” cried George, stamping<|endoftext|>"," his foot, “give me back that letter!”“Betty,” cried George, stamping<|endoftext|>",7.084601879119873,5.331597328186035,5.9446306228637695,6.830604553222656,4.3037428855896,11.594886779785156,4.253551483154297,11.507563591003418,2.100260019302368,10.504066467285156,0.8460545539855957,9.720003128051758,0.4890975058078766,8.596811294555664,0.6072983145713806,8.247281074523926,0.22201934456825256,8.464340209960938,0.3161770701408386,8.467750549316406,0.16129954159259796,8.12846851348877,0.1829380840063095,7.906952381134033
18," did yesterday,"" Edgar said heartily as he came up.🅂""I am glad to see you looking much better than you<|endoftext|>"," did yesterday,"" Edgar said heartily as he came up.""I am glad to see you looking much better than you<|endoftext|>",5.400252819061279,15.352519989013672,4.909818649291992,13.700197219848633,4.210851669311523,17.148643493652344,2.750274658203125,17.184539794921875,3.1822853088378906,18.07288932800293,3.2503409385681152,18.92033576965332,2.4602274894714355,18.250707626342773,2.1304521560668945,17.81876564025879,2.0485293865203857,18.21403694152832,1.7707617282867432,17.806692123413086,1.4905036687850952,18.56073760986328,1.4804102182388306,18.448314666748047
19,", yes.🅂In one thing<|endoftext|>",", yes.In one thing<|endoftext|>",7.273134708404541,17.177494049072266,8.201131820678711,18.828521728515625,8.478548049926758,21.092042922973633,7.7496018409729,20.988327026367188,7.936758995056152,19.84302520751953,7.473334789276123,20.85601234436035,6.877310276031494,21.62472915649414,7.203366756439209,21.86307144165039,7.5321807861328125,22.537961959838867,7.220970630645752,22.351835250854492,7.121838092803955,22.907079696655273,7.215588092803955,23.13287925720215
20,what's their names?🅂*MOT:	<|endoftext|>,what's their names?*MOT:	<|endoftext|>,1.3262898921966553,14.73273754119873,1.0262154340744019,17.93722152709961,1.0802847146987915,17.183637619018555,0.3725963532924652,19.6282901763916,0.06673996150493622,19.796045303344727,0.061577532440423965,20.091522216796875,0.052279602736234665,21.004898071289062,0.023753346875309944,21.645328521728516,0.025660337880253792,21.827524185180664,0.02105262316763401,21.573383331298828,0.023283634334802628,21.506752014160156,0.02509462460875511,21.795846939086914
21," you'd arrested him.🅂I mean, I thought<|endoftext|>"," you'd arrested him.I mean, I thought<|endoftext|>",4.195112228393555,14.939085960388184,3.600560426712036,14.237671852111816,3.845498561859131,16.50333595275879,2.5547971725463867,17.165517807006836,2.3116769790649414,17.045568466186523,2.1978487968444824,18.77986717224121,2.154512405395508,19.32904815673828,2.665339708328247,19.34609031677246,2.2661685943603516,19.86806297302246,2.413557767868042,19.277423858642578,2.294222116470337,20.258071899414062,2.3310816287994385,20.201427459716797
22, suit your personality.🅂It does not<|endoftext|>, suit your personality.It does not<|endoftext|>,5.607697486877441,13.960933685302734,5.2486066818237305,16.529529571533203,5.900171279907227,18.552448272705078,4.961052894592285,20.361602783203125,5.077903747558594,22.366147994995117,5.015579700469971,23.51925277709961,5.183619976043701,23.323823928833008,5.411293983459473,23.401573181152344,5.567441940307617,24.29776954650879,4.952201843261719,24.35761833190918,5.168796539306641,25.18548583984375,5.107203006744385,25.228647232055664
23, Iike they did with me.🅂If they take care of you<|endoftext|>, Iike they did with me.If they take care of you<|endoftext|>,7.694499969482422,17.6225528717041,7.697824954986572,19.794498443603516,7.090616703033447,20.681493759155273,6.899927616119385,22.013935089111328,6.570694446563721,21.60393714904785,6.197584629058838,22.1232967376709,6.1829352378845215,21.78388786315918,5.83373498916626,22.11200523376465,5.838527202606201,22.143444061279297,6.059024810791016,21.806842803955078,6.175856113433838,22.997798919677734,6.217862606048584,22.923704147338867
24,	coming to?🅂*MCH:<|endoftext|>,	coming to?*MCH:<|endoftext|>,1.2269788980484009,13.84605884552002,0.9605131149291992,17.64751434326172,0.8708530068397522,17.588443756103516,0.560849130153656,18.54663848876953,0.06621930748224258,17.160888671875,0.08917659521102905,17.601099014282227,0.06010321155190468,17.216548919677734,0.054601799696683884,16.738473892211914,0.04060627147555351,17.074893951416016,0.05613076314330101,15.754583358764648,0.050891175866127014,16.768526077270508,0.05307195708155632,16.403032302856445
25,	don't shout.🅂*MOT:<|endoftext|>,	don't shout.*MOT:<|endoftext|>,1.219834804534912,14.475312232971191,1.014773964881897,18.29608154296875,1.049606204032898,20.605587005615234,0.43951648473739624,21.90374183654785,0.0421626977622509,21.344846725463867,0.060211870819330215,22.05357551574707,0.05607452988624573,22.146867752075195,0.0376972071826458,20.777189254760742,0.02291637845337391,21.892333984375,0.033029042184352875,21.640178680419922,0.025281187146902084,22.187952041625977,0.02678261511027813,21.882518768310547
26,:	there.🅂*MOT<|endoftext|>,:	there.*MOT<|endoftext|>,1.0988712310791016,13.11043643951416,0.9057800769805908,16.601770401000977,1.0220518112182617,21.158578872680664,0.33913686871528625,19.671480178833008,0.0839691311120987,17.933786392211914,0.1008501797914505,18.68155288696289,0.07788212597370148,19.893329620361328,0.0515863336622715,19.174421310424805,0.023633763194084167,20.984403610229492,0.03375420346856117,20.643163681030273,0.03457784280180931,20.74885368347168,0.03465509042143822,20.419200897216797
27,'s so interesting.🅂That's why it<|endoftext|>,'s so interesting.That's why it<|endoftext|>,7.443432331085205,15.130317687988281,7.252737522125244,15.969574928283691,6.497607707977295,18.601356506347656,5.647011756896973,20.007497787475586,6.238490581512451,20.5644474029541,6.236563682556152,21.96656036376953,6.28354024887085,22.756629943847656,6.347806453704834,23.07328987121582,7.1592535972595215,23.952594757080078,6.379532337188721,23.4601993560791,6.687222003936768,24.385509490966797,6.166638374328613,24.37137794494629
28, it.🅂Stop<|endoftext|>, it.Stop<|endoftext|>,10.582245826721191,19.007015228271484,10.916875839233398,19.009925842285156,11.030069351196289,22.42928695678711,11.167170524597168,23.14424705505371,13.3362398147583,23.63990020751953,13.187833786010742,23.579919815063477,13.33759880065918,23.4472599029541,13.143065452575684,23.938344955444336,13.722517967224121,24.41465187072754,14.014314651489258,24.22985076904297,13.846936225891113,25.5384464263916,13.724955558776855,25.713598251342773
29,u puts piece in] *MOT:	xxx here an easy.🅂*CHI:	that go someplace there. [.1<|endoftext|>,u puts piece in] *MOT:	xxx here an easy.*CHI:	that go someplace there. [.1<|endoftext|>,1.1306884288787842,14.86577320098877,1.043419361114502,18.029422760009766,0.6436110734939575,20.509458541870117,0.4990278482437134,20.144245147705078,0.17215493321418762,20.345844268798828,0.511546790599823,21.36138916015625,0.6208858489990234,21.3646297454834,0.5157731771469116,21.56705093383789,0.7198894023895264,21.735593795776367,0.5250602960586548,21.721059799194336,0.509064793586731,22.03426170349121,0.5201631188392639,21.95958137512207
30,S HEAD [Illustration]🅂THE GORGON'<|endoftext|>,S HEAD [Illustration]THE GORGON'<|endoftext|>,11.580031394958496,18.702049255371094,10.342089653015137,18.081819534301758,6.2013139724731445,14.311383247375488,8.601761817932129,12.806815147399902,7.443390846252441,10.291544914245605,6.284632682800293,9.336345672607422,6.032566547393799,9.39930248260498,5.637014389038086,9.520262718200684,5.970595836639404,11.377265930175781,6.066773414611816,10.665267944335938,5.922759056091309,10.690882682800293,5.5611982345581055,10.335031509399414
31," ladies.🅂Hello,<|endoftext|>"," ladies.Hello,<|endoftext|>",10.414929389953613,19.522565841674805,10.132627487182617,20.72413444519043,9.913036346435547,22.506637573242188,11.179574966430664,23.880247116088867,10.758065223693848,23.543174743652344,10.433982849121094,23.610427856445312,11.313240051269531,23.657079696655273,11.015816688537598,23.961414337158203,11.018970489501953,23.89461898803711,11.140676498413086,23.82634162902832,10.78046989440918,24.451845169067383,10.668415069580078,24.313730239868164
32,:	look.🅂*MOT<|endoftext|>,:	look.*MOT<|endoftext|>,1.1224911212921143,12.66893196105957,0.895473837852478,18.1964111328125,0.8751373291015625,21.090566635131836,0.2944338321685791,20.371383666992188,0.0695355162024498,19.90616798400879,0.09172476083040237,21.216705322265625,0.07252990454435349,21.527088165283203,0.0439629852771759,20.615964889526367,0.023631315678358078,21.91782569885254,0.03328333795070648,21.657129287719727,0.03944685682654381,22.176372528076172,0.036238349974155426,21.910921096801758
33, precious production figures have cost them!🅂Wait till they find out what their<|endoftext|>, precious production figures have cost them!Wait till they find out what their<|endoftext|>,10.484159469604492,19.821043014526367,10.591720581054688,20.859771728515625,10.382884979248047,20.551132202148438,12.976387023925781,21.48943519592285,13.686859130859375,20.175777435302734,15.137523651123047,20.87447166442871,16.383930206298828,20.456411361694336,16.335697174072266,19.814979553222656,15.7590970993042,21.488628387451172,15.60335922241211,19.730993270874023,15.831719398498535,19.307336807250977,15.631823539733887,18.93407440185547
34," about it...🅂Larry, think<|endoftext|>"," about it...Larry, think<|endoftext|>",15.00890827178955,21.94341278076172,15.565044403076172,20.563058853149414,16.5729923248291,21.147096633911133,16.2935848236084,20.862165451049805,16.916166305541992,21.039661407470703,16.196226119995117,21.143444061279297,16.13139533996582,20.868295669555664,15.965367317199707,21.513517379760742,15.726487159729004,22.37677574157715,15.878101348876953,22.320919036865234,15.644336700439453,22.73859405517578,15.808122634887695,22.98688316345215
35, Roberto?🅂-<|endoftext|>, Roberto?-<|endoftext|>,5.9768967628479,12.734864234924316,6.434851169586182,14.01961612701416,7.7406415939331055,11.81556224822998,5.5711283683776855,12.383148193359375,3.9996955394744873,12.926752090454102,4.508944511413574,13.874334335327148,5.105084419250488,14.697061538696289,5.533175945281982,15.948087692260742,5.859059810638428,16.82090187072754,6.398543357849121,17.10555076599121,6.794927597045898,17.247365951538086,6.511475563049316,17.473209381103516
36," golden shades on the pheasant-like head that for a minute he could see nothing else.🅂Royal’s tongue grew for once less active than his eyes, which were so caught by the<|endoftext|>"," golden shades on the pheasant-like head that for a minute he could see nothing else.Royal’s tongue grew for once less active than his eyes, which were so caught by the<|endoftext|>",17.72949981689453,22.535444259643555,19.103662490844727,25.319116592407227,20.480375289916992,27.41524314880371,19.685714721679688,27.425018310546875,20.666149139404297,29.04178810119629,19.379703521728516,30.027185440063477,18.40060806274414,31.044174194335938,18.53050994873047,31.909656524658203,18.948259353637695,33.204280853271484,18.563322067260742,33.64976119995117,18.454967498779297,34.02730178833008,18.647918701171875,34.018001556396484
37,n no one cup.🅂*BRO:	<|endoftext|>,n no one cup.*BRO:	<|endoftext|>,1.4240660667419434,14.959568977355957,1.2341455221176147,18.909345626831055,0.8338168263435364,19.86721420288086,0.5919110774993896,20.91675567626953,0.10274446755647659,21.12529945373535,0.03498278930783272,22.350208282470703,0.03616436943411827,21.94180679321289,0.02703212946653366,21.321184158325195,0.019724423065781593,21.22050666809082,0.023096106946468353,21.770063400268555,0.013646583072841167,22.052087783813477,0.014257323928177357,21.930484771728516
38," down, slick.🅂Keep your butt<|endoftext|>"," down, slick.Keep your butt<|endoftext|>",11.090618133544922,20.566530227661133,11.615865707397461,22.268192291259766,12.431502342224121,25.215187072753906,11.265307426452637,26.337787628173828,11.518558502197266,26.64749526977539,10.303167343139648,27.2845401763916,10.243196487426758,27.927183151245117,9.948135375976562,28.584569931030273,9.121170043945312,29.00634002685547,9.661517143249512,29.426658630371094,9.24374771118164,30.0686092376709,9.069984436035156,30.22971534729004
39,!🅂Pierre<|endoftext|>,!Pierre<|endoftext|>,17.01468849182129,19.73073387145996,18.1953067779541,19.363941192626953,17.076129913330078,20.08275032043457,17.40251922607422,20.383100509643555,16.0577392578125,20.632478713989258,15.481149673461914,21.160524368286133,15.80581283569336,21.36084747314453,16.675363540649414,23.023319244384766,15.883720397949219,21.39216423034668,15.642830848693848,20.55975914001465,16.046072006225586,21.289113998413086,16.001985549926758,22.0142879486084
40,umbaa did what though?🅂*CAR:	P<|endoftext|>,umbaa did what though?*CAR:	P<|endoftext|>,1.552432894706726,14.485724449157715,1.2244266271591187,16.89768409729004,0.669317901134491,15.161271095275879,0.2396591156721115,20.172346115112305,0.09901879727840424,20.936336517333984,0.05341323837637901,21.174055099487305,0.03438258916139603,22.351688385009766,0.024361034855246544,22.271238327026367,0.01587763801217079,22.30042266845703,0.02320210076868534,22.08127784729004,0.014184114523231983,22.311077117919922,0.015111439861357212,22.51078224182129
41, bad guy eats poison apple juice.🅂*CHI:	and the<|endoftext|>, bad guy eats poison apple juice.*CHI:	and the<|endoftext|>,1.797743320465088,15.183709144592285,1.1931456327438354,20.010902404785156,0.6271880865097046,20.553354263305664,1.328150987625122,22.962617874145508,0.45252659916877747,23.275705337524414,0.468267560005188,23.207504272460938,0.4288191795349121,23.137283325195312,0.43536752462387085,23.046672821044922,0.3424273729324341,23.741762161254883,0.5086195468902588,24.14615249633789,0.5246679782867432,24.390108108520508,0.5100134015083313,24.443098068237305
42, anything else to help.🅂I don't know<|endoftext|>, anything else to help.I don't know<|endoftext|>,4.3282151222229,15.310770034790039,3.6980793476104736,12.805739402770996,4.413695335388184,16.062286376953125,2.5814478397369385,17.583280563354492,2.782526969909668,16.546815872192383,2.4931046962738037,18.308059692382812,2.5003042221069336,18.700565338134766,2.7824361324310303,19.32707977294922,2.5434162616729736,19.550769805908203,2.5909576416015625,18.871871948242188,2.2355480194091797,19.65300750732422,2.2030646800994873,19.49860191345215
43, spin the umbrellas round and round?🅂*MOT:	do you like to<|endoftext|>, spin the umbrellas round and round?*MOT:	do you like to<|endoftext|>,1.508978247642517,15.07882308959961,2.1652631759643555,19.869447708129883,1.3088098764419556,19.461650848388672,1.447842001914978,21.68170166015625,1.2384915351867676,21.35795783996582,1.3488845825195312,20.546846389770508,0.629000723361969,19.760414123535156,0.44227421283721924,19.341449737548828,0.24621523916721344,20.015865325927734,0.34059569239616394,18.058826446533203,0.278217613697052,18.57057762145996,0.36910855770111084,18.386337280273438
44,"ena,” Eddie said, calming down.🅂“I’m not, Te<|endoftext|>","ena,” Eddie said, calming down.“I’m not, Te<|endoftext|>",7.095481872558594,7.604548931121826,5.348087787628174,3.1766457557678223,6.397337913513184,10.102766990661621,3.876824140548706,8.575825691223145,1.8942394256591797,7.280010223388672,1.4376513957977295,6.441708564758301,1.0668542385101318,6.854904651641846,1.299772024154663,6.267062664031982,0.8593764305114746,5.771335124969482,0.6934216022491455,5.322977542877197,0.6365571022033691,5.448502063751221,0.472855806350708,5.385512828826904
45, and coming home and on weekends.🅂We can record us going to work<|endoftext|>, and coming home and on weekends.We can record us going to work<|endoftext|>,6.241356372833252,10.280210494995117,5.896702766418457,11.016242980957031,6.55108642578125,13.489880561828613,5.158054351806641,10.312199592590332,5.057188510894775,12.022045135498047,4.900046348571777,10.771100044250488,4.734205722808838,11.223928451538086,5.037363529205322,11.31463623046875,5.04124641418457,11.62431812286377,4.951847553253174,10.639613151550293,4.876758575439453,11.076677322387695,4.757286548614502,11.070812225341797
46," keep it moving.🅂Ulong,<|endoftext|>"," keep it moving.Ulong,<|endoftext|>",12.483331680297852,17.127548217773438,13.067092895507812,17.361051559448242,12.293122291564941,16.358877182006836,14.51127815246582,16.716522216796875,15.492902755737305,19.017845153808594,13.935126304626465,19.022502899169922,13.831039428710938,19.505464553833008,14.023749351501465,21.338056564331055,13.86885929107666,22.168357849121094,13.60860824584961,21.54026985168457,13.47317123413086,22.011146545410156,13.604129791259766,22.575923919677734
47," Postman Hey, Mr. Postman Look and see🅂[S I N G I N G] Mr.<|endoftext|>"," Postman Hey, Mr. Postman Look and see[S I N G I N G] Mr.<|endoftext|>",4.95007848739624,11.052864074707031,5.942084312438965,15.094545364379883,6.972943305969238,14.753772735595703,7.933010101318359,16.2048282623291,7.871297359466553,16.991159439086914,7.02064323425293,16.665800094604492,7.798708438873291,16.792524337768555,7.517116069793701,16.882610321044922,7.687281131744385,16.231775283813477,7.488442420959473,16.447383880615234,7.227102279663086,16.099000930786133,7.425529479980469,16.22760009765625
48,you think it's boring?🅂*MOT:	<|endoftext|>,you think it's boring?*MOT:	<|endoftext|>,1.4851552248001099,14.349265098571777,1.2283456325531006,15.897936820983887,0.7183622121810913,16.368925094604492,0.17889763414859772,19.231996536254883,0.05979270115494728,19.33230209350586,0.047054313123226166,20.887226104736328,0.05079559609293938,20.74465560913086,0.027830548584461212,21.272897720336914,0.020077960565686226,21.72754669189453,0.024531321600079536,21.428203582763672,0.01804562285542488,21.55390167236328,0.019226912409067154,21.69033432006836
49,steak grapes and peas.🅂*MOT:	<|endoftext|>,steak grapes and peas.*MOT:	<|endoftext|>,1.6270986795425415,14.9619722366333,1.6697485446929932,19.356739044189453,0.9940897226333618,20.916263580322266,1.8524370193481445,21.83519744873047,0.37699252367019653,22.06604766845703,0.1288984715938568,22.318256378173828,0.09489325433969498,22.229127883911133,0.06890597194433212,21.66933822631836,0.03454895317554474,22.18960189819336,0.05829056352376938,22.057859420776367,0.03611287474632263,22.640724182128906,0.03384452313184738,22.551517486572266
50,:	hm?🅂*MOT<|endoftext|>,:	hm?*MOT<|endoftext|>,1.1461052894592285,11.33642292022705,0.8411091566085815,16.087194442749023,0.47087404131889343,16.584096908569336,0.14973312616348267,17.210308074951172,0.06078147888183594,15.869434356689453,0.09072801470756531,17.28483009338379,0.07911400496959686,17.952329635620117,0.04820047691464424,17.448163986206055,0.03136501833796501,18.742469787597656,0.03964235261082649,17.368383407592773,0.056085433810949326,17.672012329101562,0.05144214257597923,17.156620025634766
